Patron_1;Patron_2;Patron_3;Patron_4;CurrentPlayerPrestige;CurrentPlayerDeck_PrestigeStrength;CurrentPlayerDeck_PowerStrength;CurrentPlayerDeck_GoldStrength;CurrentPlayerDeck_MiscStrength;CurrentPlayerDeckComboProportion;CurrentPlayerAgent_PowerStrength;CurrentPlayerAgent_GoldStrength;CurrentPlayerAgent_MiscStrength;CurrentPlayerPatronFavour;OpponentPrestige;OpponentDeck_PrestigeStrength;OpponentDeck_PowerStrength;OpponentDeck_GoldStrength;OpponentDeck_MiscStrength;OpponentAgent_PowerStrength;OpponentAgent_GoldStrength;OpponentAgent_MiscStrength;OpponentPatronFavour;WinProbability
0;1;2;4;39;0.5037499999999999;1.3375;1.4775;0.30062500000000003;0.7;0;0;0;4;19;1.2994993172507965;0.17586043906025703;1.4478747242743601;0.36413290851160673;0;0;0;0;1
0;1;2;4;0;0;0.0875;0.975;0;0.4;0;0;0;0;0;0;0.35;0.95;0;0;0;0;0;0
0;1;2;4;0;0;0.0875;0.975;0;0.4;0;0;0;0;0;0;0.35;0.95;0;0;0;0;0;0
0;1;2;4;0;0;0.0875;0.975;0;0.4;0;0;0;0;0;0;0.35;0.95;0;0;0;0;0;1
0;1;2;4;0;0;0.2812649409193361;1.0909090909090908;0;0.45454545454545453;0;0;0;1;0;0.6018518518518517;0.125;1.2249999999999999;0;0;0;0;0;1
0;1;2;4;2;0;0.2560281635802469;1;0;0.5;0;0;0;2;0;0.15046296296296294;0.09645061728395059;1.2666666666666666;0;0;0;0;1;1
0;1;2;4;2;0;0.40822275130422603;1.0961538461538463;0;0.5384615384615384;0;0;0;2;0;0.09475218658892126;1.642336526447313;1.05;0;0;0;0;2;1
0;1;2;4;7;0.10787172011661807;0.4010308204914619;1.0438879633486047;0;0.5714285714285714;0;0;0;1;0;0.0634765625;0.982421875;1.275;0.3173828125;0;0;0;2;1
0;1;2;4;7;0.10787172011661807;0.4010308204914619;1.0438879633486047;0;0.5714285714285714;0;0;0;0;2;0.25390625;0.982421875;1.075;0;0;0;0;2;1
0;1;2;4;9;0.10787172011661807;0.4010308204914619;1.0438879633486047;0;0.5714285714285714;0;0;0;1;5;0;0.40478515625;1.04375;0.3173828125;0;0;0;1;1
0;1;2;4;12;0.10787172011661807;0.4010308204914619;1.0438879633486047;0;0.5714285714285714;0;0;0;2;5;0;0.124267578125;1.29375;0.3173828125;0;0;0;1;1
0;1;2;4;17;0.26666666666666666;0.4166666666666667;1.0833333333333333;0;0.6;0;0;0;2;7;0;1.076171875;1.16875;0.0396728515625;0;0;0;1;1
0;1;2;4;17;0.26666666666666666;0.4166666666666667;1.0833333333333333;0;0.6;0;0;0;2;8;0.17832647462277096;1.848765432098765;1.3777777777777778;0.47229843011736006;0;3.38;0.2897805212620028;2;1
0;1;2;4;19;0.48046875;0.4501953125;1.2568359375;0;0.625;0;0;0;1;14;0;0.23574912360920594;1.2;0.39704313366864813;0;0;0;2;1
0;1;2;4;24;0.420720537349888;0.4046078231821937;1.125588175428934;0;0.6470588235294118;0;0;0;2;17;0;1.848765432098765;1.2;0.47229843011736006;0;0;0;1;1
0;1;2;4;25;0.6508916323731139;0.4405102118579485;1.387040847431794;0;0.6666666666666666;0;0;0;2;17;0.13;1.4324999999999999;0.9800000000000001;0.47125000000000006;0;0;0;2;1
0;1;2;4;31;0.5125;0.36015625;1.259375;0.0125;0.7;0;0;0;2;17;0.1153268219383922;0.6367905197732394;1.4000000000000001;0.33390820299159896;0;0;0;2;1
0;1;2;4;34;0.5125;0.36015625;1.259375;0.0125;0.7;0;0;0;2;19;0;0.9006044669079979;1.0409090909090908;0.37693463561232154;0;0;0;1;1
0;1;2;4;36;0.8024981217129977;1.0616505020148896;1.7034910525237346;0.009391435011269723;0.7272727272727273;0;0;0;2;21;0.47337962962962954;0.9112654320987653;1.752469135802469;0.3434847608024691;0;0;0;2;1
0;1;2;4;37;1.0498890441357773;1.2300225842532009;2.125781247208236;0.008218952905399852;0.7391304347826086;0;0;0;2;23;1.050068274920346;3.8256801232449855;2.8945362557333434;0.751046882111971;0.24667159763313606;0;1.6675;2;1
0;1;2;4;39;1.0498890441357773;1.2300225842532009;2.125781247208236;0.008218952905399852;0.7391304347826086;0;0;0;2;23;0.657037037037037;0.7219753086419751;1.6606172839506173;0.5204938271604937;0;6.76;0.5007407407407406;1;1
0;1;2;4;45;0.9896556712962962;1.073688271604938;2.045838155864197;0.05244502314814816;0.75;0;0;0;2;28;0.5640869140625;1.033538818359375;1.7291320800781251;0.5770370483398437;0;6.76;0.05157470703125;0;1
0;1;2;4;0;0.09767092411720513;0.07671948637388157;1.1227272727272728;0;0.45454545454545453;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;1;2;4;0;0.09767092411720513;0.07671948637388157;1.1227272727272728;0;0.45454545454545453;0;0;0;1;0;0;0.3734902124114952;1.0357142857142858;0;0;0;0;1;0
0;1;2;4;0;0.07523148148148147;0.37384259259259256;1.0291666666666666;0;0.5;0;0;0;2;2;0;0.4806330695543523;1.1428571428571428;0;0;0;0;2;0
0;1;2;4;0;0.0591715976331361;0.3165768005321942;1.15;0.04551661356395084;0.5384615384615384;0;3.38;0;2;2;0;0.375;1.125;0;0;0;0;1;0
0;1;2;4;2;0.0591715976331361;0.3165768005321942;1.15;0.04551661356395084;0.5384615384615384;0;0;0;2;7;0;0.5833333333333334;1.1388888888888888;0;0;0;0;0;0
0;1;2;4;5;0.0591715976331361;0.3165768005321942;1.15;0.04551661356395084;0.5384615384615384;0;0;0;2;7;0.24828532235939646;0.4024157902758726;1.0690824569425392;0;0;0;0;0;0
0;1;2;4;5;0.0591715976331361;0.3165768005321942;1.2269230769230768;0.04551661356395084;0.5384615384615384;0;3.38;0.7692307692307693;1;9;0.24828532235939646;0.23574912360920594;0.9024157902758725;0;0;0;0;1;0
0;1;2;4;7;0.0591715976331361;0.3165768005321942;1.2269230769230768;0.04551661356395084;0.5384615384615384;0;0;0;2;12;0.24828532235939646;0.48574912360920597;1.1524157902758725;0;0;0;0;1;0
0;1;2;4;8;0.04737609329446063;0.45999062890462306;1.2428571428571427;0.15273583923365264;0.5714285714285714;0;6.76;0.6158892128279881;2;16;0.2;0.625;1.225;0;0;0;0;1;0
0;1;2;4;14;0.04737609329446063;0.45999062890462306;1.2428571428571427;0.15273583923365264;0.5714285714285714;0;3.38;0.6158892128279881;2;17;0.2;0.1;0.9;0;0;0;0;1;0
0;1;2;4;17;0.04737609329446063;0.45999062890462306;1.242857142857143;0.15273583923365264;0.5714285714285714;0;0;0;2;19;0.4270833333333333;0.22526041666666666;0.9713541666666666;0;0;0;0;1;0
0;1;2;4;17;0.038518518518518514;0.4262962962962963;1.16;0.21901234567901232;0.6;0;5.4825;2.1025;2;23;0.4270833333333333;0.3502604166666667;1.0963541666666667;0;0;0;0;2;0
0;1;2;4;17;0.09423828125;0.768798828125;1.15;0.25206298828125;0.625;0;0;0;2;25;0.3068513119533528;0.2485683048729696;0.9078508954602249;0;0;0;0;2;0
0;1;2;4;19;0.09423828125;0.768798828125;1.2125;0.25206298828125;0.625;0.8212890625;0;2.1025;2;31;1.0074074074074073;0.45864197530864187;1.9870370370370363;0.007407407407407407;0;0;0;2;0
0;1;2;4;21;0.27132098514146147;1.006941368039176;1.3282551693586044;0.2853186623723375;0.6470588235294118;0;6.76;0.3439853450030531;2;34;0.5555555555555555;0.5080246913580246;1.443827160493827;0.029629629629629627;0;0;0;2;0
0;1;2;4;23;0.49759945130315497;1.2578875171467763;1.647736625514403;0.3167047706142356;0.6666666666666666;0.6489197530864198;2.1025;7.942777777777777;2;36;0.9680439649908408;1.4548526717831447;1.9962374732103305;0.02035416242621616;0;0;0;2;0
0;1;2;4;23;0.4392768625164018;1.0762732023234935;1.540677250788438;0.3883031130823122;0.6842105263157895;1.0393005540166205;6.76;1.913891602274384;2;36;0.839506172839506;1.1815843621399174;1.691110349032159;0.017146776406035666;0;0;0;2;0
0;1;2;4;28;0.3933700464312709;0.7770373455504649;1.5215234393076957;0.40112376016166096;0.7142857142857143;0;6.76;0.1824856926897743;1;39;0.839506172839506;1.3065843621399174;1.7605547934766035;0.017146776406035666;0;0;0;2;0
0;1;2;4;32;0.44000000000000006;0.90953125;1.6075;0.446875;0.75;0;6.76;0.21125;1;44;1.4456917918063856;0.48689006376562477;2.876382164041098;0.07289692374981775;0;0;0;1;0
0;1;2;4;0;0;0.13648316371832528;1.018181818181818;0.10894064613072879;0.45454545454545453;0;0;0;0;1;0;3.544753086419752;0.7916666666666666;0;0;0;0;0;0
0;1;2;4;2;0;0.11072530864197529;0.9333333333333332;0.08391203703703702;0.5;0;0;0;1;1;0;0.09645061728395059;1;0;0;0;0;1;0
0;1;2;4;2;0;0.11072530864197529;0.9333333333333332;0.08391203703703702;0.5;0;2.1025;1.4600694444444442;2;1;0;0.8347563515201999;2.463541976557386;0.29154518950437314;0;0;0;2;0
0;1;2;4;6;0;0.11072530864197529;0.9333333333333332;0.08391203703703702;0.5;0;0;0;2;3;0;0.7276134943773427;0.8258463735348366;0.07288629737609328;0;0;0;2;0
0;1;2;4;6;0;0.11072530864197529;0.9333333333333332;0.08391203703703702;0.5;0;0;0;2;5;0;0;1;0;0;0;0;1;0
0;1;2;4;9;0;0.11072530864197529;0.9333333333333332;0.08391203703703702;0.5;0;0;0;3;9;0;0.10714285714285714;1.1071428571428572;0;0;0;0;1;0
0;1;2;4;9;0.17933545744196636;0.17586043906025703;1.1335527467525646;0.14849795175238967;0.46153846153846156;0;2.1025;2.799186390532545;3;10;0;0.4449187838400666;1.0758463735348367;0.07288629737609328;0;0;0;1;0
0;1;2;4;9;0.1534256559766764;0.14142544773011245;1.2164254477301124;0.15273583923365264;0.5;0;0;0;2;12;0;1.9516867971678462;1;0;0;0;0;1;0
0;1;2;4;9;0.1534256559766764;0.14142544773011245;1.2164254477301124;0.15273583923365264;0.5;0;0;0;1;18;0.125;4.6748046875;1.66552734375;0.1953125;0;0;0;3;0
0;1;2;4;12;0.17185185185185184;0.11666666666666667;1.2933333333333332;0.12234567901234567;0.5333333333333333;0;3.38;0.5007407407407406;0;20;0.1111111111111111;0.533455265965554;1.290809327846365;0;0;0;0;2;0
0;1;2;4;12;0.149169921875;0.0983734130859375;1.2014984130859374;0.2176513671875;0.5625;0;2.1025;1.847900390625;0;23;0;1.6332876085962509;1.7824010567494792;0.13717421124828533;0;0;0;3;0
0;1;2;4;1;0;0.5232053821460284;0.8863636363636364;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;0
0;1;2;4;1;0;0.5232053821460284;0.8863636363636364;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;1;0;0.5232053821460284;0.8863636363636364;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;1;0;0.5232053821460284;0.8863636363636364;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;1;0;0.5232053821460284;0.8863636363636364;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;1;0;0.5232053821460284;0.8863636363636364;0;0.45454545454545453;0;0;0;1;0;0;0.4164931278633901;0.9214285714285715;0.42274052478134105;0;0;0;0;1
0;1;2;4;1;0;0.5887345679012345;0.9330632716049383;0.05787037037037036;0.5;0;0;0;2;2;0;0.1592044981257809;0.8214285714285714;0;0;0;0;1;1
0;1;2;4;3;0;0.5887345679012345;0.9330632716049383;0.05787037037037036;0.5;0;0;0;2;2;0;0.5236359850062472;0.8857142857142858;0.42274052478134105;0;0;0;1;1
0;1;2;4;5;0;0.5887345679012345;0.9330632716049383;0.05787037037037036;0.5;0;0;0;2;6;0;0.10714285714285714;0.8214285714285714;0;0;0;0;1;1
0;1;2;4;9;0;0.5887345679012345;1.0163966049382716;0.05787037037037036;0.5;0;0;0;1;6;0;0.05206164098292376;0.8571428571428571;0;0;0;0;2;1
0;1;2;4;10;0;0.5887345679012345;1.099729938271605;0.05787037037037036;0.5;0;0;0;1;9;0;0.5236359850062472;1.0285714285714287;0.42274052478134105;0;0;0;3;1
0;1;2;4;12;0;0.5887345679012345;1.099729938271605;0.05787037037037036;0.5;0;0;0;1;9;0.564453125;0.823974609375;1.880224609375;0.63720703125;0;0;0;2;1
0;1;2;4;18;0.07692307692307693;1.0428819018941917;1.061567953072102;0.04551661356395084;0.5384615384615384;0;0;0;3;9;0.419753086419753;0.5144032921810697;1.7421810699588474;0.47229843011736006;0;0;0;1;1
0;1;2;4;20;0.07142857142857142;1.1943981674302375;1.428524944963408;0.08199708454810495;0.5714285714285714;0;0;0;3;9;0.24828532235939646;0;1.2024157902758725;0.19890260631001375;0;0;0;0;1
0;1;2;4;23;0.07142857142857142;1.1943981674302375;1.428524944963408;0.08199708454810495;0.5714285714285714;0;0;0;3;12;0.2325;0.075;1.44;0.275;0;0;0;0;1
0;1;2;4;29;0.07142857142857142;1.1943981674302375;1.428524944963408;0.08199708454810495;0.5714285714285714;0;0;0;4;12;0.19045830202855;0.06818181818181818;1.2864831637183252;0.4092275117819822;0;0;0;0;1
0;1;2;4;0;0;0.2812649409193361;1.0909090909090908;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;0
0;1;2;4;0;0;0.2812649409193361;1.0909090909090908;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;0;0;0.2812649409193361;1.0909090909090908;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;0;0;0.2812649409193361;1.0909090909090908;0;0.45454545454545453;0;0;0;1;0;0;0;1;0;0;0;0;0;1
0;1;2;4;0;0;0.5737364969135802;1;0.0625;0.5;0;0;0;1;1;0;0.22145061728395057;1.2214506172839505;0.11574074074074071;0;0;0;0;1
0;1;2;4;3;0;0.5737364969135802;1.0833333333333333;0.0625;0.5;0;0;0;0;2;0;0;1.4;0.2;0;0;0;0;1
0;1;2;4;3;0;1.155221782590587;1.0892857142857142;0.10714285714285714;0.5714285714285714;0;0;0;0;7;0;0.35;1.35;0.2;0;0;0;1;1
0;1;2;4;7;0;1.155221782590587;1.1607142857142858;0.10714285714285714;0.5714285714285714;0;0;0;0;9;0;0.35;1.35;0.2;0;0;0;2;1
0;1;2;4;8;0;1.155221782590587;1.1607142857142858;0.10714285714285714;0.5714285714285714;0;0;0;1;10;0;0.35;1.55;0.2;0;0;0;2;1
0;1;2;4;11;0;1.155221782590587;1.2321428571428572;0.10714285714285714;0.5714285714285714;0;0;0;1;10;0;0.2;2.8;0.8;0;0;0;2;1
0;1;2;4;11;0.038518518518518514;1.0228395061728393;1.3033333333333335;0.1;0.6;0;0;0;1;10;0;0.125;1.125;0;0;0;0;2;1
0;1;2;4;15;0.05953592509668229;0.8941074699776104;1.3083553836759616;0.08823529411764706;0.6470588235294118;0;0;0;1;10;0;0.125;1.125;0;0;0;0;3;1
0;1;2;4;20;0.05953592509668229;0.8941074699776104;1.3083553836759616;0.08823529411764706;0.6470588235294118;0;0;0;1;12;0;1.603515625;0.84375;0.18125;3.28515625;0;2.1025;2;1
0;1;2;4;25;0.05953592509668229;0.8941074699776104;1.3083553836759618;0.08823529411764706;0.6470588235294118;0;1.69;0;1;12;0;0.3012879134278311;1.346860234720317;0.2982853223593965;0;0;0;3;1
0;1;2;4;29;0.05953592509668229;0.8941074699776104;1.3083553836759618;0.08823529411764706;0.6470588235294118;0;0;0;0;12;0;0.9974470355128788;0.9912741960067062;0.35651577503429355;0;0;0;2;1
0;1;2;4;38;0.05953592509668229;0.8941074699776104;1.3083553836759616;0.08823529411764706;0.6470588235294118;0;0;0;1;16;0.325;1.77;1.3125;0.24500000000000002;0;0;0;1;1
0;1;2;4;45;0.05953592509668229;0.8941074699776105;1.3083553836759616;0.08823529411764706;0.6470588235294118;0;0;0;1;16;0.21354166666666666;0.8802083333333334;1.3046875;0.2604166666666667;0;0;0;1;1
0;1;2;4;1;0;0.07671948637388157;1.1364831637183253;0.07513148009015778;0.45454545454545453;0;0;0;0;0;0;0.5964506172839505;1.1666666666666667;0;0;0;0;0;0
0;1;2;4;2;0;0.0875;1.175;0.1;0.5;0;0;0;0;0;0;0.1592044981257809;0.9642857142857143;0;0;0;0;0;0
